id,category_id,vendor_id,name,short_description,long_description,term_and_condition,payment_type_id,voucher_type_id,member_type_id,redeem_type_id,price,discount_rate,thumbnail,images,valid_from,valid_until,country,region,lat,lng,quantity_available,quantity_left,limit_per_user,loyalty_point_required,is_active,created_at,updated_at
244,8,24,"GET CT Corp Regular Voucher worth 50.000 IDR","Get this CT Corp Regular Voucher and you can enjoy all of the products & services from CT Corp Group.
Redeem your Vexpoint and get CT Corp Regular vouchers now!

Dapatkan Voucher CT Corp Regular ini dan kamu bisa nikmati semua produk dan layanan dari Grup CT Corp..
Tukarkan Vexpoint anda dan dapatkan Regular voucher CT Corp sekarang!","Get this CT Corp Regular Voucher and you can enjoy all of the products & services from CT Corp Group.
Redeem your Vexpoint and get CT Corp Regular vouchers now!

Dapatkan Voucher CT Corp Regular ini dan kamu bisa nikmati semua produk dan layanan dari Grup CT Corp..
Tukarkan Vexpoint anda dan dapatkan Regular voucher CT Corp sekarang!","1. CT Corp Regular Electronic Vouchers are used to purchase products in TRANSMART Outlets, CARREFOUR, BASKIN ROBBINS, WENDY'S, THE COFFEE BEAN, AIGNER, HUGO BOSS, CANALI, SALVATORE FERRAGAMO, TOD'S, FURLA, GEOX, METRO, TRANSVISION, ANTAVAYA, THE TRANS LUXURY HOTEL, THE TRANS RESORT BALI, IBIS, TRANS STUDIO, KIDCITY, TRANS STUDIO MINI.
2. CT Corp Regular Electronic Vouchers cannot be used at Metro Department Store and Trans Fashion outlets when the outlets carry out the Great Sale program.
3. CT Corp Regular Electronic Vouchers cannot be used at Antavaya outlets for ticket purchases. CT Corp Regular Electronic Vouchers can only be used to pay for purchases of tour packages at the outlet.
4. CT Corp Regular Electronic Vouchers cannot be exchanged for cash and cannot be returned in cash if the price of the item is less than the fractional value stated.
5. Vouchers can only be used once.
6. After the expiration of the electronic voucher, the electronic voucher is no longer valid and cannot be extended or renewed.
7. PT Trans Retail Indonesia is not responsible for the loss or theft of this electronic voucher and has no obligation to replace the lost or stolen electronic voucher.
8. PT Trans Retail Indonesia has the right to change these terms and conditions at any time and these changes will be provided at the information center at all CT Corp merchants.
9. PT Trans Retail Indonesia has the right to make final and binding decisions on all disputes arising as a result of using this electronic voucher.
10. If there is a problem or error in this Voucher, it can be reported via http://vexgift.freshdesk.com.

1. Voucher CT Corp Regular Elektronik digunakan untuk pembelian produk di Outlet TRANSMART, CARREFOUR, BASKIN ROBBINS, WENDY'S,THE COFFEE BEAN, AIGNER, HUUGO BOSS, CANALI, SALVATORE FERRAGAMO, TOD'S, FURLA, GEOX, METRO, TRANSVISION, ANTAVAYA, THE TRANS LUXURY HOTEL, THE TRANS RESORT BALI, IBIS, TRANS STUDIO, KIDCITY, TRANS STUDIO MINI.
2. Voucher CT Corp Regular Elektronik tidak dapat digunakan di outlet Metro Department Store dan Trans Fashion pada saat outlet tersebut melaksanakan program Great Sale.
3. Voucher CT Corp Regular Elektronik tidak dapat digunakan di outlet Antavaya untuk pembelian tiket. Voucher CT Corp Regular Elektronik hanya bisa digunakan untuk pembayaran pembelian paket tour saja di outlet tersebut.
4. Voucher CT Corp Regular Elektronik tidak dapat ditukar dengan uang tunai dan tidak dapat dikembalikan dalam bentuk uang tunai bila harga barang kurang dari nilai pecahan yang tertera.
5. Voucher hanya dapat digunakan satu kali .
6. Setelah masa berlaku voucher elektronik berakhir, maka voucher elektronik tersebut tidak berlaku lagi dan tidak dapat diperpanjang atau diperbaharui.
7. PT Trans Retail Indonesia tidak bertanggung jawab atas kehilangan atau kecurian voucher elektronik ini dan tidak berkewajiban untuk mengganti voucher elektronik yang hilang atau dicuri tersebut.
8. PT Trans Retail Indonesia berhak untuk setiap saat mengubah syarat dan ketentuan ini dan perubahan tersebut akan disediakan pada pusat informasi di seluruh merchant CT Corp.
9. PT Trans Retail Indonesia berhak mengambil keputusan terakhir dan mengikat atas segala perselisihan yang timbul sebagai akibat dari penggunaan voucher elektronik ini.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com.",2,3,2,2,1974,NULL,http://cdn.vexgift.com/vouchers/banner/ctcorp_regular_voucher.webp,NULL,1551700800,1552669199,All,NULL,NULL,NULL,0,15,1,0,1,"2019-03-04 00:00:00","2019-03-13 11:11:27"
245,8,15,"GO-PAY Voucher 10.000 IDR For new member GOJEK only! ","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","1. Vouchers can be used without minimum purchases.
2. Vouchers only apply to the GOJEK application.
3. Vouchers cannot be combined with other voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used for one GOJEK account..
7. VexGift can change the term and condition without further notice.
8. Voucher can not be used twice with the same account.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher hanya berlaku untuk aplikasi GOJEK.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan untuk satu akun GOJEK.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Voucher tidak dapat digunakan dua kali dalam akun yang sama.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",1,3,2,2,395,NULL,http://cdn.vexgift.com/vouchers/banner/gopay_2019_1.webp,NULL,1551873600,1552409999,All,NULL,NULL,NULL,99,100,2,0,0,"2019-03-06 00:00:00","2019-03-07 08:45:55"
246,8,15,"GO-PAY Voucher 10.000 IDR For new member GOJEK only! ","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","Use GO-PAY for your daily transactions! 
and get a GO-PAY voucher worth IDR 10,000 just by redeem your vexpoint.
Get your voucher now!

Gunakan GO-PAY untuk transaksi harian Anda!
dan dapatkan voucher GO-PAYsenilai Rp 10.000 
hanya dengan menukarkan vexpoint Anda.
Dapatkan voucher Anda sekarang!","1. Vouchers can be used without minimum purchases.
2. Vouchers only apply to the GOJEK application.
3. Vouchers cannot be combined with other voucher.
4. Voucher cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used for one GOJEK account..
7. VexGift can change the term and condition without further notice.
8. Voucher can not be used twice with the same account.
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher hanya berlaku untuk aplikasi GOJEK.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan untuk satu akun GOJEK.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Voucher tidak dapat digunakan dua kali dalam akun yang sama.
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",1,3,1,2,682,NULL,http://cdn.vexgift.com/vouchers/banner/gopay_2019_1.webp,NULL,1551873600,1552409999,All,NULL,NULL,NULL,42,50,1,0,0,"2019-03-06 00:00:00","2019-03-08 14:49:41"
247,11,19,"Get Indomaret Voucher worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User dapat mengambil voucher maksimal 2 kali.
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,682,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1551520800,1552409999,All,NULL,NULL,NULL,0,0,1,0,1,"2019-03-08 00:00:00",NULL
248,8,18,"Get Gramedia Online Voucher Worth 50.000 IDR","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 50.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 50.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","1. Vouchers can be used without minimum purchases.
2 Vouchers cannot be combined with other vouchers.
3 Vouchers cannot be converted to Rupiah or other.
4 Vouchers cannot be used for other promos.
5 Vouchers can only be used once.
6 Vouchers can only be used at Gramedia.com
7 VexGift can change terms and conditions without further notice.

1 Voucher dapat digunakan tanpa pembelian minimum.
2 Voucher tidak dapat digabungkan dengan voucher lainnya.
3 Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4 Voucher tidak dapat digunakan untuk promo lainnya.
5 Voucher hanya dapat digunakan satu kali.
6 Voucher hanya dapat digunakan di Gramedia.com
7 VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.",2,3,2,2,2857,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia_online_50k.webp,NULL,1552046400,1552669199,All,NULL,NULL,NULL,0,7,1,0,1,"2019-03-08 00:00:00","2019-03-13 11:11:44"
249,10,19,"Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,395,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1552046400,1552409999,All,NULL,NULL,NULL,273,300,5,0,1,"2019-03-08 00:00:00","2019-03-11 19:38:27"
250,10,19,"Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,1,2,685,NULL,http://cdn.vexgift.com/vouchers/banner/indomaretIDR10.webp,NULL,1552046400,1552409999,All,NULL,NULL,NULL,130,200,2,0,1,"2019-03-08 00:00:00","2019-03-12 23:02:46"
251,12,12,"GET Cussons baby value pack","Give the best care for your baby.
Redeem your Vexpoint and get a Cussons Baby Value pack now!

Berikan perawatan yang terbaik untuk bayi anda.
Tukarkan Vexpoint anda dan dapatkan Cussons Baby Value pack sekarang!","Give the best care for your baby.
Redeem your Vexpoint and get a Cussons Baby Value pack now!

Berikan perawatan yang terbaik untuk bayi anda.
Tukarkan Vexpoint anda dan dapatkan Cussons Baby Value pack sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press ""Redeem Voucher"".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,3200,NULL,http://cdn.vexgift.com/vouchers/banner/cussons_baby_value_pack.webp,NULL,1552219200,1553101199,All,NULL,NULL,NULL,0,2,1,0,1,"2019-03-10 00:00:00","2019-03-11 19:37:35"
252,7,12,"GET Hot Wheels Cars","Play the best car games and racing games. 
Redeem your Vexpoints and Collect a Hot Wheels diecast cars now!

Mainkan game mobil dan game balap terbaik.
Tukarkan Vexpoints Anda dan Kumpulkan mobil diecast Hot Wheels sekarang!","Play the best car games and racing games. 
Redeem your Vexpoints and Collect a Hot Wheels diecast cars now!

Mainkan game mobil dan game balap terbaik.
Tukarkan Vexpoints Anda dan Kumpulkan mobil diecast Hot Wheels sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan ""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,1714,NULL,http://cdn.vexgift.com/vouchers/banner/hotwheels_car.webp,NULL,1552305600,1553187599,All,NULL,NULL,NULL,0,2,1,0,1,"2019-03-11 00:00:00","2019-03-11 19:37:19"
253,8,18,"Get Gramedia Online Voucher Worth 100.000 IDR","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 100.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 100.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","It's easier to buy books only at Gramedia.com 
and get special discount voucher worth IDR 100.000 by redeem your VexPoint. 
Get your Voucher now!

Belanja buku lebih mudah hanya di Gramedia.com dan dapatkan voucher potongan harga senilai Rp 100.000 dengan menukarkan Vexpoint mu! Dapatkan vouchermu sekarang!","1. Vouchers can be used without minimum purchases.
2 Vouchers cannot be combined with other vouchers.
3 Vouchers cannot be converted to Rupiah or other.
4 Vouchers cannot be used for other promos.
5 Vouchers can only be used once.
6 Vouchers can only be used at Gramedia.com
7 VexGift can change terms and conditions without further notice.

1 Voucher dapat digunakan tanpa pembelian minimum.
2 Voucher tidak dapat digabungkan dengan voucher lainnya.
3 Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4 Voucher tidak dapat digunakan untuk promo lainnya.
5 Voucher hanya dapat digunakan satu kali.
6 Voucher hanya dapat digunakan di Gramedia.com
7 VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.",2,3,2,2,2857,NULL,http://cdn.vexgift.com/vouchers/banner/gramedia100IDR.webp,NULL,1552305600,1552669199,All,NULL,NULL,NULL,1,7,1,0,1,"2019-03-11 00:00:00","2019-03-13 13:48:13"
254,3,12,"Get Technoplast lunch box","Perfect lunch box for your kids, especially in breakfast and lunch. 
Moreover, the picture can make a good mood for your little kid. You wanna try?
Redeem your Vexpoints and get Technoplast lunch box now!

Kotak makan siang yang sempurna untuk anak-anak Anda, terutama saat sarapan dan makan siang.
Terlebih lagi, gambar dapat membuat suasana hati yang baik untuk anak kecil Anda. Anda ingin mencoba?
Tukarkan Vexpoint Anda dan dapatkan kotak makan siang Technoplast sekarang!","Perfect lunch box for your kids, especially in breakfast and lunch. 
Moreover, the picture can make a good mood for your little kid. You wanna try?
Redeem your Vexpoints and get Technoplast lunch box now!

Kotak makan siang yang sempurna untuk anak-anak Anda, terutama saat sarapan dan makan siang.
Terlebih lagi, gambar dapat membuat suasana hati yang baik untuk anak kecil Anda. Anda ingin mencoba?
Tukarkan Vexpoint Anda dan dapatkan kotak makan siang Technoplast sekarang!","1. Items cannot be converted to Rupiah or other.
2. For shipping costs will be borne by Vexgift.
3. Vexgift is not responsible for damage that occurs during the shipping process.
4. The prize delivery process will be arranged by Vexgift.
5. We are not responsible for the wrong address given.
6. For the type, color and all product authority specified by the VexGift.
7. VexGift can change the term and condition without further notice.
8. Items will be processed 1 (one) week after you press """"Redeem Voucher"""".
9. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com .

1. Item tidak dapat dikonversi ke Rupiah atau lainnya.
2. Untuk biaya pengiriman akan ditanggung oleh Vexgift.
3. Vexgift tidak bertanggung jawab atas kerusakan yang terjadi selama proses pengiriman.
4. Proses pengiriman hadiah akan diatur oleh Vexgift.
5. Kami tidak bertanggung jawab atas alamat yang salah yang diberikan.
6. Untuk tipe, warna dan semua otoritas produk ditentukan oleh VexGift.
7. VexGift dapat mengubah istilah dan kondisi tanpa pemberitahuan lebih lanjut.
8. Barang akan diproses 1 (satu) minggu setelah Anda menekan ""Redeem Voucher""
9. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com .",2,6,2,2,2057,NULL,http://cdn.vexgift.com/vouchers/banner/technoplast_lunch_box.webp,NULL,1552392000,1553273999,All,NULL,NULL,NULL,0,1,1,0,1,"2019-03-12 00:00:00","2019-03-12 19:00:17"
255,10,16,"GET Alfamart voucher worth 50.000 IDR","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","Get Alfamart voucher worth 50.000 IDR to buy all of your daily needs!
By using your VexPoints in VexGift.
Get your voucher now!

Dapatkan voucher Alfamart senilai Rp 50.000 untuk membeli semua kebutuhan harian Anda!
Dengan menggunakan VexPoints Anda di VexGift.
Dapatkan voucher Anda sekarang!
","1. Vouchers is valid 15 days after voucher release date.
2. Vouchers can be used without minimum purchases
3. Vouchers cannot be combined with other voucher.
4. Vouchers cannot be converted to Rupiah or any other else.
5. Vouchers cannot be used for other promos.
6. Vouchers can only be used once.
7. VexGift can change the term and condition without further notice.
8. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher berlaku 15 hari setelah tanggal rilis voucher.
2. Voucher dapat digunakan tanpa pembelian minimum.
3. Voucher tidak dapat digabungkan dengan voucher lainnya.
4. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
5. Voucher tidak dapat digunakan untuk promo lainnya.
6. Voucher hanya dapat digunakan satu kali.
7. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
8. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,2857,NULL,http://cdn.vexgift.com/vouchers/banner/alfamart_50kidr.webp,NULL,1552392000,1552841999,All,NULL,NULL,NULL,41,50,1,0,1,"2019-03-12 00:00:00","2019-03-14 22:35:44"
256,10,19,"FLASH DEAL!  Get Indomaret Voucher (I-Kupon) worth 10.000 IDR","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","Buy for all your needs at Indomaret and get a Voucher (I-Kupon) worth 10.000 IDR
by Redeem your Vexpoint on VexGift. 
Get your voucher now!

Belanja semua kebutuhan Anda di Indomaret dan dapatkan voucher (I-kupon) senilai Rp 10.000 
dengan menukarkan Vexpoint Anda di VexGift. 
dapatkan voucher Anda sekarang!","1. Vouchers can be used without a minimum purchase.
2. Vouchers cannot be combined with other vouchers.
3. Vouchers cannot be converted to Rupiah or other.
4. Vouchers cannot be used for other promos.
5. Vouchers can only be used once.
6. Vouchers are valid for all Indomaret stores including Indomaret points.
7. Vouchers apply to all products including top-up phone balance.
8. Users can get this voucher more than once.
9. VexGift can change terms and conditions without further notice.
10. If a problem or error occurs in this Vouchers , it can be reported via http://vexgift.freshdesk.com or you can call this number 081294000367 (Call Center).

1. Voucher dapat digunakan tanpa pembelian minimum.
2. Voucher tidak dapat digabungkan dengan voucher lainnya.
3. Voucher tidak dapat dikonversi ke Rupiah atau lainnya.
4. Voucher tidak dapat digunakan untuk promo lainnya.
5. Voucher hanya dapat digunakan satu kali.
6. Voucher berlaku untuk semua store Indomaret termasuk Indomaret point.
7. Voucher berlaku untuk semua produk termasuk isi ulang pulsa.
8. User bisa mendapatkan voucher ini lebih dari satu kali. .
9. VexGift dapat mengubah syarat dan ketentuan tanpa pemberitahuan lebih lanjut.
10. Jika ada masalah atau kesalahan dalam Voucher ini, dapat dilaporkan melalui http://vexgift.freshdesk.com atau bisa menghubungi nomor ini 081294000367 (Call Center).",2,3,2,2,250,NULL,http://cdn.vexgift.com/vouchers/banner/indomaret_10kidr_flash.webp,NULL,1552464000,1552582799,All,NULL,NULL,NULL,47,75,5,0,1,"2019-03-13 00:00:00","2019-03-14 23:31:08"
